long_id,treatment,time,pres,accmag,mean_strain,roi
C330909160614,40rpm_modified,4.408,99.9523885091146,-3.4672953401831874,14.277031125297249,unlabeled
C330909160614,40rpm_modified,4.418,105.300390625,11.60052281452278,6552.686385167212,unlabeled
C330909160614,40rpm_modified,4.428,104.22072347005208,10.738558797366196,4170.665072904328,unlabeled
C330909160614,40rpm_modified,4.438,103.5550557454427,8.355910315516818,2931.2073888473396,unlabeled
C330909160614,40rpm_modified,4.448,103.70538940429688,9.060130148268495,2581.9102124913625,unlabeled
C330909160614,40rpm_modified,4.459,103.27172241210937,13.381310668267224,1901.3635898166146,unlabeled
C330909160614,40rpm_modified,4.469,102.47072143554688,11.3959821759532,2699.6355485477407,unlabeled
C330909160614,40rpm_modified,4.48,102.79505615234375,5.050245742896587,2074.9796831954127,unlabeled
C330909160614,40rpm_modified,4.49,102.85005696614584,5.4632281582351965,1413.3388774517866,unlabeled
C330909160614,40rpm_modified,4.5,103.05438232421875,1.676239770910895,1765.9428276916658,unlabeled
C330909160614,40rpm_modified,4.511,103.0840576171875,11.124686362543589,2760.7794719768544,unlabeled
C330909160614,40rpm_modified,4.521,103.62505696614585,11.217603782476624,2369.875545739978,unlabeled
C330909160614,40rpm_modified,4.532,103.8820536295573,9.33376105841935,4003.7950773013226,unlabeled
C330909160614,40rpm_modified,4.542,103.25872192382812,2.6788912322376692,4287.263733892676,unlabeled
C330909160614,40rpm_modified,4.552,104.5647216796875,6.627755461044304,2221.2939630834453,unlabeled
C330909160614,40rpm_modified,4.563,104.43372395833333,4.658303163790901,378.9186149868166,unlabeled
C330909160614,40rpm_modified,4.573,103.70005696614585,11.915141919843466,1048.0031501273045,unlabeled
C330909160614,40rpm_modified,4.584,103.89639078776042,10.581182341745455,558.7959521647615,unlabeled
C330909160614,40rpm_modified,4.594,104.29839274088542,8.911522765193935,2340.1634149983925,unlabeled
C330909160614,40rpm_modified,4.604,104.12972412109374,6.3464380878885205,1701.7956001338312,unlabeled
C330909160614,40rpm_modified,4.614,104.21105550130207,6.693217609662151,1301.7457233446569,unlabeled
C330909160614,40rpm_modified,4.625,104.28438313802084,11.476232815024938,572.078858230027,unlabeled
C330909160614,40rpm_modified,4.635,104.14205729166667,7.631270101280444,514.9288758315736,unlabeled
C330909160614,40rpm_modified,4.645,104.03738606770833,8.278252840478428,112.00475676357064,unlabeled
C330909160614,40rpm_modified,4.656,103.80238850911458,6.8120365619470835,298.20263642845396,unlabeled
C330909160614,40rpm_modified,4.666,103.90405680338543,5.952947417767998,346.7647735714757,unlabeled
C330909160614,40rpm_modified,4.677,103.97771809895832,5.217967045008431,602.8025548221644,unlabeled
C330909160614,40rpm_modified,4.687,103.94704996744792,4.9374096831863685,468.5084677652517,unlabeled
C330909160614,40rpm_modified,4.697,104.01339518229167,5.313657303474102,320.4780140893746,unlabeled
C330909160614,40rpm_modified,4.708,103.98738606770833,4.778587572652807,270.76478477157923,unlabeled
C330909160614,40rpm_modified,4.718,103.99105631510415,5.295177462033195,276.4644351157609,unlabeled
C330909160614,40rpm_modified,4.728,103.94072265625,5.430557836045525,283.901188196419,unlabeled
C330909160614,40rpm_modified,4.739,103.94772542317708,5.605738836665028,271.89494799772046,unlabeled
C330909160614,40rpm_modified,4.749,103.94705403645833,5.741719740436135,233.6159009493423,unlabeled
C330909160614,40rpm_modified,4.76,103.96205647786458,5.0163751756281965,247.32436230346354,unlabeled
C330909160614,40rpm_modified,4.77,104.01671956380207,4.351334605944517,241.04567771378967,unlabeled
C330909160614,40rpm_modified,4.78,103.99572347005207,4.907384354229514,227.3162874110362,unlabeled
C330909160614,40rpm_modified,4.791,104.05805257161458,4.2175336768137495,168.46408385716003,unlabeled
C330909160614,40rpm_modified,4.801,104.0840576171875,3.4626258182921124,151.31629861113967,unlabeled
C330909160614,40rpm_modified,4.811,104.10305582682292,2.3305973375081397,91.30602656627921,unlabeled
C330909160614,40rpm_modified,4.822,104.11239420572915,2.3843959706540527,87.3085973775202,unlabeled
C330909160614,40rpm_modified,4.832,104.16105143229167,1.9500891005050376,51.42940310563954,unlabeled
C330909160614,40rpm_modified,4.842,104.13105061848958,-0.41533124652952935,65.59830132967019,unlabeled
C330909160614,40rpm_modified,4.853,104.19072265625,1.049746844764103,64.57278284669013,unlabeled
C330909160614,40rpm_modified,4.863,104.21438802083333,0.3791612754822786,34.163020484036466,unlabeled
C330909160614,40rpm_modified,4.873,104.23705240885415,2.435999468835636,29.140072812297394,unlabeled
C330909160614,40rpm_modified,4.884,104.27038981119793,1.409202349455697,59.870745720645495,unlabeled
C330909160614,40rpm_modified,4.894,104.30172526041667,-0.4712313892385005,76.44647303738444,unlabeled
C330909160614,40rpm_modified,4.904,104.30272216796875,0.2190175375686767,43.99265002498141,unlabeled
C330909160614,40rpm_modified,4.915,104.33738606770832,1.91930504364635,58.85917987008693,unlabeled
C330909160614,40rpm_modified,4.925,104.36905110677085,0.8917245857260934,62.85660905884593,unlabeled
C330909160614,40rpm_modified,4.935,104.42205810546875,0.9693556202322692,45.1367658835442,unlabeled
C330909160614,40rpm_modified,4.945,104.40839029947915,1.207885103915638,44.55773163805206,unlabeled
C330909160614,40rpm_modified,4.956,104.43339029947916,0.7191262412392767,24.138054089190565,unlabeled
C330909160614,40rpm_modified,4.966,104.475390625,1.3982292120842033,37.13493118981542,unlabeled
C330909160614,40rpm_modified,4.976,104.473388671875,1.1372048336500722,60.56837734172036,unlabeled
C330909160614,40rpm_modified,4.987,104.48671875,0.4990442130820494,15.996693071246808,unlabeled
C330909160614,40rpm_modified,4.997,104.49205729166667,1.5133475596110504,27.988980637523856,unlabeled
