long_id,treatment,time,pres,accmag,mean_strain,roi,zeroX,ODBA
U300911094144,50rpm_modified,5.333,104.84547526041668,-0.20718285120737256,64.38442230899992,unlabeled,0,7.8653998189605785
U300911094144,50rpm_modified,5.343,104.96580403645832,-0.319820936202067,58.091785086904565,unlabeled,0,8.514999905768784
U300911094144,50rpm_modified,5.354,105.05646565755208,-0.31575966839185554,62.654295888734225,unlabeled,0,8.9517999827303
U300911094144,50rpm_modified,5.364,105.088134765625,-0.3156172926823988,59.90562730169924,unlabeled,0,9.241300212610515
U300911094144,50rpm_modified,5.374,105.08346761067708,-0.35161190414261156,58.768487759347195,unlabeled,0,9.30430042849854
U300911094144,50rpm_modified,5.385,105.12347005208332,-0.2957472234248275,117.63464394564485,unlabeled,0,9.697900059688836
U300911094144,50rpm_modified,5.395,105.13580322265625,-0.18245099650976823,107.34457753479052,unlabeled,0,10.890499609578402
U300911094144,50rpm_modified,5.405,105.25713704427085,-0.2337638438207428,94.20119779373992,unlabeled,0,11.227199497092515
U300911094144,50rpm_modified,5.415,105.49513346354168,0.11766372077352116,119.3438414172783,unlabeled,0,11.735300292242318
U300911094144,50rpm_modified,5.426,105.5564697265625,0.5155654183760632,140.50300848447915,unlabeled,0,12.783699970711021
U300911094144,50rpm_modified,5.436,105.52513834635415,0.6484940635903946,138.77985838042423,unlabeled,0,13.366600003112108
U300911094144,50rpm_modified,5.446,105.5624755859375,0.5687331161168725,141.6401480268312,unlabeled,0,13.38980012046173
U300911094144,50rpm_modified,5.457,105.69113362630208,0.8573798317373189,174.20559209860622,unlabeled,0,13.315699664968994
U300911094144,50rpm_modified,5.467,105.76380208333333,1.0583067005936186,181.6353688630536,unlabeled,0,13.879699605721978
U300911094144,50rpm_modified,5.477,105.75013834635415,1.299973175759721,134.78242919166522,unlabeled,0,13.50160007411614
U300911094144,50rpm_modified,5.487,105.69846598307292,1.3397893794527658,126.7736181817257,unlabeled,0,13.400000030416994
U300911094144,50rpm_modified,5.498,105.89547119140624,1.0151978319869157,124.49236278081086,unlabeled,0,12.938200427908448
U300911094144,50rpm_modified,5.508,106.08813069661457,1.311425286929289,145.63060089937946,unlabeled,0,12.518600012082604
U300911094144,50rpm_modified,5.518,106.21580403645832,1.7739373226709445,165.07359417873616,unlabeled,0,12.183900218028576
U300911094144,50rpm_modified,5.528,106.12813720703124,1.970496383763102,125.071397026303,unlabeled,0,11.981599476840348
U300911094144,50rpm_modified,5.539,106.0564697265625,1.7570264297724911,169.0779996837059,unlabeled,0,11.505100095402451
U300911094144,50rpm_modified,5.549,106.19280192057292,1.608546353767187,125.0574443938815,unlabeled,0,11.415400155913087
U300911094144,50rpm_modified,5.559,106.35513509114585,1.848087681128927,135.34751080473586,unlabeled,0,11.709500427935275
U300911094144,50rpm_modified,5.57,106.54380289713542,2.0250367823916804,127.34567611100707,unlabeled,0,12.10099970409647
U300911094144,50rpm_modified,5.58,106.52880452473957,2.271382682857139,134.78242919166522,unlabeled,0,12.709300456736237
U300911094144,50rpm_modified,5.59,106.38113606770833,2.0822412881463084,144.49346135702743,unlabeled,0,12.413700190279634
U300911094144,50rpm_modified,5.601,106.42913004557292,1.7975019727479769,105.05634581766495,unlabeled,0,12.006900048945099
U300911094144,50rpm_modified,5.611,106.46680094401043,1.9455132004975049,57.04533765529226,unlabeled,0,12.149599419329316
U300911094144,50rpm_modified,5.621,106.67680257161457,1.8730216230058383,84.20413666373702,unlabeled,0,12.131099701616913
U300911094144,50rpm_modified,5.631,106.76114095052085,2.1946449757470408,89.63171067569951,unlabeled,0,12.536800093147905
U300911094144,50rpm_modified,5.642,106.77913411458333,2.5611315122451455,97.36844535341984,unlabeled,0,12.986099761221562
U300911094144,50rpm_modified,5.652,106.65613606770833,2.364481275971862,92.21992398988729,unlabeled,0,12.35889978358522
U300911094144,50rpm_modified,5.662,106.61880696614585,1.8831344700856132,92.78500560295794,unlabeled,0,11.139999649021775
U300911094144,50rpm_modified,5.679,106.7641357421875,1.9524998825835385,83.63207873445562,unlabeled,0,10.429100173208862
U300911094144,50rpm_modified,5.689,106.72113850911458,2.774745007092495,25.351933109860838,unlabeled,0,10.259200337622318
U300911094144,50rpm_modified,5.699,106.79613850911457,2.3287226821251146,78.49053368713382,unlabeled,0,10.098899276349695
U300911094144,50rpm_modified,5.71,106.8584716796875,2.532070007858348,93.34311089981784,unlabeled,0,10.986699504945431
U300911094144,50rpm_modified,5.72,106.89180501302084,2.649221345029124,127.06662346257713,unlabeled,0,11.759299693200738
U300911094144,50rpm_modified,5.73,106.80413411458332,2.814166988062489,104.21221155616433,unlabeled,0,12.425799606088548
U300911094144,50rpm_modified,5.74,106.68313395182292,2.5745101385528333,105.93536166021929,unlabeled,1,12.326399517301471
U300911094144,50rpm_modified,5.751,106.69079996744793,2.3873152883796784,84.21111297994777,unlabeled,0,12.0406000568904
U300911094144,50rpm_modified,5.761,106.83679606119793,2.3229842682675788,111.64896463682247,unlabeled,0,11.873700464013965
U300911094144,50rpm_modified,5.771,106.87680257161458,2.545500974575381,111.64198832061172,unlabeled,0,12.044900319818408
U300911094144,50rpm_modified,5.781,106.66080729166667,2.8488232589866573,130.50594735447623,unlabeled,0,12.20990032458678
U300911094144,50rpm_modified,5.792,106.59446614583332,2.2854456402421786,113.94417267015879,unlabeled,0,10.818400426153094
U300911094144,50rpm_modified,5.802,106.70380045572915,2.3228109799140366,157.94379901135096,unlabeled,0,10.413500266019255
U300911094144,50rpm_modified,5.813,106.8488037109375,2.588992121021045,145.9375588126524,unlabeled,0,11.294199951607736
U300911094144,50rpm_modified,5.823,106.75179850260415,2.825200424431302,111.64896463682247,unlabeled,0,12.607599199432878
