long_id,treatment,time,pres,accmag,mean_strain,roi
C330420161315,60rpm_original,51.44,99.98218587239583,8.854393848603452,31.124834774255405,unlabeled
C330420161315,60rpm_original,51.451,101.49518432617188,0.578753988994805,1104.4380601141563,unlabeled
C330420161315,60rpm_original,51.461,99.8865214029948,53.51194222971153,450.10145744319766,unlabeled
C330420161315,60rpm_original,51.471,100.0555196126302,10.416194200013852,107.1945867362659,unlabeled
C330420161315,60rpm_original,51.482,100.2565185546875,17.815707544585486,255.76919307656834,unlabeled
C330420161315,60rpm_original,51.492,100.15818481445312,32.08038229315517,219.701638267017,unlabeled
C330420161315,60rpm_original,51.502,100.209521484375,13.55645519947062,67.74003040637004,unlabeled
C330420161315,60rpm_original,51.513,100.24651896158854,10.927054294388364,70.60380821088239,unlabeled
C330420161315,60rpm_original,51.523,100.27252400716146,12.451206238377138,105.40167347010998,unlabeled
C330420161315,60rpm_original,51.533,100.26285196940104,13.788578869526342,71.17586614016378,unlabeled
C330420161315,60rpm_original,51.543,100.30985717773437,15.411976249157918,104.2575576115342,unlabeled
C330420161315,60rpm_original,51.554,100.82718709309896,16.606786020102774,154.61260802071843,unlabeled
C330420161315,60rpm_original,51.564,101.1765157063802,7.856677834951123,407.1552548498285,unlabeled
C330420161315,60rpm_original,51.574,101.7805196126302,9.408746455613722,132.91626460530944,unlabeled
C330420161315,60rpm_original,51.585,101.61552124023437,11.370982756900023,331.7761581926886,unlabeled
C330420161315,60rpm_original,51.595,101.42352091471354,10.120600101147131,611.8124672083529,unlabeled
C330420161315,60rpm_original,51.605,101.53418579101563,10.95081443144594,603.7478456687338,unlabeled
C330420161315,60rpm_original,51.616,101.84818725585937,11.466696348578486,292.9111005826075,unlabeled
C330420161315,60rpm_original,51.626,101.63352254231772,10.446865796581454,256.9063326189269,unlabeled
C330420161315,60rpm_original,51.636,101.76418660481772,4.703513979465843,563.8223879946058,unlabeled
C330420161315,60rpm_original,51.647,101.78751831054687,4.512862877319691,312.8563886291381,unlabeled
C330420161315,60rpm_original,51.657,101.95685017903646,11.302825570351107,334.00857938012814,unlabeled
C330420161315,60rpm_original,51.667,102.13885294596354,8.32524736728981,260.92469075631163,unlabeled
C330420161315,60rpm_original,51.678,102.07185668945313,7.354248332271007,614.1076752416827,unlabeled
C330420161315,60rpm_original,51.688,102.01485392252604,6.762809207256977,114.56855297102081,unlabeled
C330420161315,60rpm_original,51.698,102.05252075195313,6.647071571249635,251.1369191126312,unlabeled
C330420161315,60rpm_original,51.708,102.2115214029948,5.636711529798449,312.9331281074563,unlabeled
C330420161315,60rpm_original,51.719,101.93751831054688,5.990788359880398,296.3015902610249,unlabeled
C330420161315,60rpm_original,51.729,101.91751912434896,4.484957620064899,245.44424508466025,unlabeled
C330420161315,60rpm_original,51.739,101.73018595377604,3.408078814929132,147.713031288288,unlabeled
C330420161315,60rpm_original,51.75,101.66285196940103,3.559498990600165,178.56927788842307,unlabeled
C330420161315,60rpm_original,51.76,101.70085245768227,1.8233576840653285,118.62876900568305,unlabeled
C330420161315,60rpm_original,51.771,101.65352172851563,0.29571156931058873,196.8611789930127,unlabeled
C330420161315,60rpm_original,51.781,101.72085571289063,0.4332564404456036,316.8747467665229,unlabeled
C330420161315,60rpm_original,51.791,101.6018534342448,2.150907034177248,172.85567491182633,unlabeled
C330420161315,60rpm_original,51.802,101.63851928710938,0.865668603367979,229.4405756972027,unlabeled
C330420161315,60rpm_original,51.812,101.64918416341146,0.1173510147131811,203.71889782817868,unlabeled
C330420161315,60rpm_original,51.822,101.64252319335938,0.41943828780177306,168.28618779379244,unlabeled
C330420161315,60rpm_original,51.833,101.75818888346353,-0.2188270600877935,249.44167427342575,unlabeled
C330420161315,60rpm_original,51.843,101.70485229492188,2.2412030586995915,92.27922267767215,unlabeled
C330420161315,60rpm_original,51.853,101.72885131835938,-0.1438428900118236,126.56781685350859,unlabeled
C330420161315,60rpm_original,51.864,101.61552124023437,-0.25807330821881536,252.85309290048838,unlabeled
C330420161315,60rpm_original,51.874,101.4961893717448,1.0557767405058822,144.28068371260608,unlabeled
C330420161315,60rpm_original,51.884,101.61185506184896,0.1936039488804759,168.28618779378593,unlabeled
C330420161315,60rpm_original,51.895,101.5478535970052,-0.4630269250253516,137.99502280671499,unlabeled
C330420161315,60rpm_original,51.905,101.59318644205727,0.08867650352195255,122.56341134853884,unlabeled
C330420161315,60rpm_original,51.915,101.56785278320312,-0.7694414012511146,241.42588694725598,unlabeled
C330420161315,60rpm_original,51.926,101.57985229492188,-0.8392248607041832,105.41562610252498,unlabeled
C330420161315,60rpm_original,51.936,101.5288553873698,-0.9038782078919336,150.55936830227344,unlabeled
C330420161315,60rpm_original,51.946,101.59751586914062,-2.706303768948791,136.34163586478704,unlabeled
C330420161315,60rpm_original,51.957,101.54551798502604,-0.7935207193541078,182.5736833933928,unlabeled
C330420161315,60rpm_original,51.967,101.56818237304688,-0.5888342152951012,233.4380048859682,unlabeled
C330420161315,60rpm_original,51.977,101.5668477376302,-1.184514552606032,175.14390662895192,unlabeled
C330420161315,60rpm_original,51.988,101.56952107747396,-0.9946156781477402,102.04606537273337,unlabeled
C330420161315,60rpm_original,51.998,101.58118693033853,-0.9657924754272535,106.55974196108777,unlabeled
C330420161315,60rpm_original,52.008,101.61818644205728,-1.059148319680041,144.28766002880383,unlabeled
C330420161315,60rpm_original,52.018,101.63552042643228,-1.014967285426371,132.8534777593997,unlabeled
C330420161315,60rpm_original,52.029,101.63285522460937,-0.6867276004207703,133.9975936179495,unlabeled
C330420161315,60rpm_original,52.039,101.60018920898438,-0.93570538130383,140.28325452384058,unlabeled
C330420161315,60rpm_original,52.049,101.55885620117188,-1.417402179897195,128.84907225442993,unlabeled
C330420161315,60rpm_original,52.059,101.48718465169273,-1.080206279143875,152.2825184063284,unlabeled
C330420161315,60rpm_original,52.07,101.40618693033854,-1.8362619462725407,92.8443042907493,unlabeled
C330420161315,60rpm_original,52.08,101.3728495279948,-2.148512019338426,89.41893303126518,unlabeled
C330420161315,60rpm_original,52.09,101.3748555501302,-2.6140706731782455,67.70166066721742,unlabeled
C330420161315,60rpm_original,52.101,101.40318806966147,-2.6869039926887144,21.978884221957337,unlabeled
C330420161315,60rpm_original,52.111,101.50218709309897,-2.6162460197638673,49.472546408537525,unlabeled
C330420161315,60rpm_original,52.122,101.60685424804687,-2.2844105105465253,63.7600420081314,unlabeled
C330420161315,60rpm_original,52.132,101.68818969726563,-1.6194507718001585,80.33576932488984,unlabeled
C330420161315,60rpm_original,52.142,101.79251505533854,-0.864867323392895,35.18505080891116,unlabeled
C330420161315,60rpm_original,52.153,101.74285278320312,-1.1577403671378654,56.89534685674167,unlabeled
C330420161315,60rpm_original,52.163,101.71618448893227,-1.0275858837301597,51.19569651257946,unlabeled
C330420161315,60rpm_original,52.173,101.70051879882813,-1.5160926552284533,22.557918467462475,unlabeled
C330420161315,60rpm_original,52.183,101.70085245768227,5.923661176273656,3.7497699632709383,unlabeled
C330420161315,60rpm_original,52.194,101.75285441080727,5.8614070506912e-4,27.755274044457273,unlabeled
C330420161315,60rpm_original,52.204,101.82018839518227,-2.778833654930155,27.190192431380133,unlabeled
C330420161315,60rpm_original,52.214,101.85918579101562,-2.465573389622449,40.90563010174459,unlabeled
C330420161315,60rpm_original,52.224,101.9075174967448,-0.8279288342325852,49.45859377610303,unlabeled
C330420161315,60rpm_original,52.235,101.92751668294272,-1.6424666313336918,66.04827372526348,unlabeled
